ac_id,us_id,epic_id,squad,requirement_statement,objective,preconditions,verification_procedure,expected_result,edge_cases,suggested_tc_primary,suggested_tc_negative,automation_hints,architecture_refs
AC-DG-08-008-01,US-DG-08-008,EPIC-DG-08,compliance-engine,Athena code path uses MMR with documented lambda; falls back to plain top-K if disabled by flag.,Verify the behaviour described in AC-DG-08-008-01: Athena code path uses MMR with documented lambda; falls back to plain top-K if disabled by flag.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-008-01,TC-DG-08-008-01.2,"pytest marker @pytest.mark.req(""AC-DG-08-008-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-008-02,US-DG-08-008,EPIC-DG-08,compliance-engine,Retrieved chunk ids logged in reasoning trace redacted excerpt metadata only (EPIC-DG-11).,Verify the behaviour described in AC-DG-08-008-02: Retrieved chunk ids logged in reasoning trace redacted excerpt metadata only (EPIC-DG-11).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-008-02,TC-DG-08-008-02.2,"pytest marker @pytest.mark.req(""AC-DG-08-008-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-008-03,US-DG-08-008,EPIC-DG-08,compliance-engine,Deterministic tie-break on chunk id ordering when scores tie (`temperature=0` path).,Verify the behaviour described in AC-DG-08-008-03: Deterministic tie-break on chunk id ordering when scores tie (`temperature=0` path).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-08-008-03,TC-DG-08-008-03.2,"pytest marker @pytest.mark.req(""AC-DG-08-008-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-009-01,US-DG-08-009,EPIC-DG-08,compliance-engine,Failed batch increments `error_log` and can retry batch only without re-running completed batches (Architecture §31.3–31.4).,Verify the behaviour described in AC-DG-08-009-01: Failed batch increments `error_log` and can retry batch only without re-running completed batches (Architecture §31.3–31.4).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-009-01,TC-DG-08-009-01.2,"pytest marker @pytest.mark.req(""AC-DG-08-009-01"") or Xray/TestRail key == ac_id",Architecture §31.3–31.4
AC-DG-08-009-02,US-DG-08-009,EPIC-DG-08,compliance-engine,"After max batch retries, remaining controls marked `UNCERTAIN` with explicit reason code.","Verify the behaviour described in AC-DG-08-009-02: After max batch retries, remaining controls marked `UNCERTAIN` with explicit reason code.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-009-02,TC-DG-08-009-02.2,"pytest marker @pytest.mark.req(""AC-DG-08-009-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-009-03,US-DG-08-009,EPIC-DG-08,compliance-engine,Checkpoint state after each successful batch is durable (EPIC-DG-01).,Verify the behaviour described in AC-DG-08-009-03: Checkpoint state after each successful batch is durable (EPIC-DG-01).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-009-03,TC-DG-08-009-03.2,"pytest marker @pytest.mark.req(""AC-DG-08-009-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-010-01,US-DG-08-010,EPIC-DG-08,compliance-engine,NA requires `na_reason` enum + short text; empty NA rejected by schema.,Verify the behaviour described in AC-DG-08-010-01: NA requires `na_reason` enum + short text; empty NA rejected by schema.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable. | 4. Repeat with invalid input or unauthorised actor and assert stable error_code / no side effects.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-010-01,TC-DG-08-010-01.2,"pytest marker @pytest.mark.req(""AC-DG-08-010-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-010-02,US-DG-08-010,EPIC-DG-08,compliance-engine,Layer relevance from `PolicyControl` respected — e.g. pure cloud control skips code-only evidence requirement (Architecture §16.2).,Verify the behaviour described in AC-DG-08-010-02: Layer relevance from `PolicyControl` respected — e.g. pure cloud control skips code-only evidence requirement (Architecture §16.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-010-02,TC-DG-08-010-02.2,"pytest marker @pytest.mark.req(""AC-DG-08-010-02"") or Xray/TestRail key == ac_id",Architecture §16.2
AC-DG-08-010-03,US-DG-08-010,EPIC-DG-08,compliance-engine,NA rate anomalies (>40% in a framework) flagged for product review dataset (eval hook).,Verify the behaviour described in AC-DG-08-010-03: NA rate anomalies (>40% in a framework) flagged for product review dataset (eval hook).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-010-03,TC-DG-08-010-03.2,"pytest marker @pytest.mark.req(""AC-DG-08-010-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-011-01,US-DG-08-011,EPIC-DG-08,compliance-engine,"Finding schema includes machine-readable evidence grade (e.g. `direct_code_ref`, `config_only`, `heuristic`).","Verify the behaviour described in AC-DG-08-011-01: Finding schema includes machine-readable evidence grade (e.g. `direct_code_ref`, `config_only`, `heuristic`).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-011-01,TC-DG-08-011-01.2,"pytest marker @pytest.mark.req(""AC-DG-08-011-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-011-02,US-DG-08-011,EPIC-DG-08,compliance-engine,Cross-layer findings require ≥2 layers’ evidence refs or downgrade severity (Architecture §3.4 spirit).,Verify the behaviour described in AC-DG-08-011-02: Cross-layer findings require ≥2 layers’ evidence refs or downgrade severity (Architecture §3.4 spirit).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-011-02,TC-DG-08-011-02.2,"pytest marker @pytest.mark.req(""AC-DG-08-011-02"") or Xray/TestRail key == ac_id",Architecture §3.4 spirit
AC-DG-08-011-03,US-DG-08-011,EPIC-DG-08,compliance-engine,UI and API expose same field (EPIC-DG-12).,Verify the behaviour described in AC-DG-08-011-03: UI and API expose same field (EPIC-DG-12).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-011-03,TC-DG-08-011-03.2,"pytest marker @pytest.mark.req(""AC-DG-08-011-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-012-01,US-DG-08-012,EPIC-DG-08,compliance-engine,"On `ContextLengthError`, compactor reduces prior steps per §10.3 and retries bounded times.","Verify the behaviour described in AC-DG-08-012-01: On `ContextLengthError`, compactor reduces prior steps per §10.3 and retries bounded times.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-012-01,TC-DG-08-012-01.2,"pytest marker @pytest.mark.req(""AC-DG-08-012-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-012-02,US-DG-08-012,EPIC-DG-08,compliance-engine,Compaction events logged with before/after token counts (redacted trace).,Verify the behaviour described in AC-DG-08-012-02: Compaction events logged with before/after token counts (redacted trace).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-012-02,TC-DG-08-012-02.2,"pytest marker @pytest.mark.req(""AC-DG-08-012-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-08-012-03,US-DG-08-012,EPIC-DG-08,compliance-engine,"If still failing, control marked `UNCERTAIN` with `error_code=CONTEXT_LIMIT`.","Verify the behaviour described in AC-DG-08-012-03: If still failing, control marked `UNCERTAIN` with `error_code=CONTEXT_LIMIT`.",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-08.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-08-012-03,TC-DG-08-012-03.2,"pytest marker @pytest.mark.req(""AC-DG-08-012-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-09-001-01,US-DG-09-001,EPIC-DG-09,remediation-reporting,Patches never auto-apply; include `test_suggestion` field (Architecture §17.1–17.2).,Verify the behaviour described in AC-DG-09-001-01: Patches never auto-apply; include `test_suggestion` field (Architecture §17.1–17.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-001-01,TC-DG-09-001-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-001-01"") or Xray/TestRail key == ac_id",Architecture §17.1–17.2
AC-DG-09-001-02,US-DG-09-001,EPIC-DG-09,remediation-reporting,Security-critical patches include `risk_of_fix` (Architecture §17.2).,Verify the behaviour described in AC-DG-09-001-02: Security-critical patches include `risk_of_fix` (Architecture §17.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-001-02,TC-DG-09-001-02.2,"pytest marker @pytest.mark.req(""AC-DG-09-001-02"") or Xray/TestRail key == ac_id",Architecture §17.2
AC-DG-09-001-03,US-DG-09-001,EPIC-DG-09,remediation-reporting,Multi-file patches include ordering metadata (Architecture §17.2).,Verify the behaviour described in AC-DG-09-001-03: Multi-file patches include ordering metadata (Architecture §17.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-001-03,TC-DG-09-001-03.2,"pytest marker @pytest.mark.req(""AC-DG-09-001-03"") or Xray/TestRail key == ac_id",Architecture §17.2
AC-DG-09-002-01,US-DG-09-002,EPIC-DG-09,remediation-reporting,"When `circe_terraform_validation=true`, run fmt-check/validate/tflint where Terraform present (Architecture §23.1 Q10).","Verify the behaviour described in AC-DG-09-002-01: When `circe_terraform_validation=true`, run fmt-check/validate/tflint where Terraform present (Architecture §23.1 Q10).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-09-002-01,TC-DG-09-002-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-002-01"") or Xray/TestRail key == ac_id",Architecture §23.1 Q10
AC-DG-09-002-02,US-DG-09-002,EPIC-DG-09,remediation-reporting,Record `remediation.validation_status` + stdout/stderr excerpts; failures do not fail entire scan (Architecture §23.1 Q10).,Verify the behaviour described in AC-DG-09-002-02: Record `remediation.validation_status` + stdout/stderr excerpts; failures do not fail entire scan (Architecture §23.1 Q10).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-002-02,TC-DG-09-002-02.2,"pytest marker @pytest.mark.req(""AC-DG-09-002-02"") or Xray/TestRail key == ac_id",Architecture §23.1 Q10
AC-DG-09-003-01,US-DG-09-003,EPIC-DG-09,remediation-reporting,Remediation type `generate_cli_remediation` supported with provider tagging (Architecture §17.1; Business doc §11.3 examples).,Verify the behaviour described in AC-DG-09-003-01: Remediation type `generate_cli_remediation` supported with provider tagging (Architecture §17.1; Business doc §11.3 examples).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-003-01,TC-DG-09-003-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-003-01"") or Xray/TestRail key == ac_id",Architecture §17.1; Business doc §11.3 examples
AC-DG-09-004-01,US-DG-09-004,EPIC-DG-09,remediation-reporting,`generate_iac_patch` tool produces diff with file path headers per resource block (Architecture §17.1).,Verify the behaviour described in AC-DG-09-004-01: `generate_iac_patch` tool produces diff with file path headers per resource block (Architecture §17.1).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-004-01,TC-DG-09-004-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-004-01"") or Xray/TestRail key == ac_id",Architecture §17.1
AC-DG-09-004-02,US-DG-09-004,EPIC-DG-09,remediation-reporting,Multi-file IaC patches include explicit file order metadata (Architecture §17.2).,Verify the behaviour described in AC-DG-09-004-02: Multi-file IaC patches include explicit file order metadata (Architecture §17.2).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-004-02,TC-DG-09-004-02.2,"pytest marker @pytest.mark.req(""AC-DG-09-004-02"") or Xray/TestRail key == ac_id",Architecture §17.2
AC-DG-09-004-03,US-DG-09-004,EPIC-DG-09,remediation-reporting,Patches never include secrets or data values from live cloud — only template fixes (Architecture §2.3).,Verify the behaviour described in AC-DG-09-004-03: Patches never include secrets or data values from live cloud — only template fixes (Architecture §2.3).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-004-03,TC-DG-09-004-03.2,"pytest marker @pytest.mark.req(""AC-DG-09-004-03"") or Xray/TestRail key == ac_id",Architecture §2.3
AC-DG-09-005-01,US-DG-09-005,EPIC-DG-09,remediation-reporting,"Sorting uses severity, CVSS when present, exploitability hints, and estimated effort enum (Architecture §18.1 item 10).","Verify the behaviour described in AC-DG-09-005-01: Sorting uses severity, CVSS when present, exploitability hints, and estimated effort enum (Architecture §18.1 item 10).",Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption. | Feature disabled path: behaviour is explicit no-op or skip with user-visible reason.,TC-DG-09-005-01,TC-DG-09-005-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-005-01"") or Xray/TestRail key == ac_id",Architecture §18.1 item 10
AC-DG-09-005-02,US-DG-09-005,EPIC-DG-09,remediation-reporting,Ordering dependencies between remediations validated acyclic; cycles broken with warning.,Verify the behaviour described in AC-DG-09-005-02: Ordering dependencies between remediations validated acyclic; cycles broken with warning.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-005-02,TC-DG-09-005-02.2,"pytest marker @pytest.mark.req(""AC-DG-09-005-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-09-005-03,US-DG-09-005,EPIC-DG-09,remediation-reporting,Export to CSV/JSON includes `remediation_id` joinable to `finding_id`.,Verify the behaviour described in AC-DG-09-005-03: Export to CSV/JSON includes `remediation_id` joinable to `finding_id`.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-005-03,TC-DG-09-005-03.2,"pytest marker @pytest.mark.req(""AC-DG-09-005-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-09-006-01,US-DG-09-006,EPIC-DG-09,remediation-reporting,Patch validator rejects hunks introducing new import statements unless `admin_override` flag on job (document risk).,Verify the behaviour described in AC-DG-09-006-01: Patch validator rejects hunks introducing new import statements unless `admin_override` flag on job (document risk).,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable. | 4. Repeat with invalid input or unauthorised actor and assert stable error_code / no side effects.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-006-01,TC-DG-09-006-01.2,"pytest marker @pytest.mark.req(""AC-DG-09-006-01"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-09-006-02,US-DG-09-006,EPIC-DG-09,remediation-reporting,Violations surface as `remediation.status=rejected_guardrail` with machine reason.,Verify the behaviour described in AC-DG-09-006-02: Violations surface as `remediation.status=rejected_guardrail` with machine reason.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable. | 4. Repeat with invalid input or unauthorised actor and assert stable error_code / no side effects.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-006-02,TC-DG-09-006-02.2,"pytest marker @pytest.mark.req(""AC-DG-09-006-02"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
AC-DG-09-006-03,US-DG-09-006,EPIC-DG-09,remediation-reporting,Report appendix lists skipped remediations with guardrail reason.,Verify the behaviour described in AC-DG-09-006-03: Report appendix lists skipped remediations with guardrail reason.,Tenant and scan fixtures exist; services healthy per test environment bootstrap.,"1. Arrange test data and configuration to match preconditions. | 2. Execute the operation or graph path under test (single happy path unless AC implies negative). | 3. Assert post-conditions against DB rows, API responses, object store metadata, queue state, or traces as applicable.",All assertions pass; no secret material in logs; stable machine-readable error_code on failures; state remains tenant-scoped for EPIC-DG-09.,Concurrent requests: no cross-tenant leakage and no duplicate side effects when idempotency applies. | Timeout / partial failure: system reaches documented terminal or degraded state without data corruption.,TC-DG-09-006-03,TC-DG-09-006-03.2,"pytest marker @pytest.mark.req(""AC-DG-09-006-03"") or Xray/TestRail key == ac_id",Architecture_Design.md (see product spec)
